x,y,color
-59.19597466596803,-33.259500217303724,blue
-61.19018849832261,-28.686355444353197,blue
-64.29059230721505,-24.776956121667368,blue
-66.54921374239237,-20.33490202727623,blue
-67.80335781957666,-15.50873084810948,blue
-68.02079320617206,-10.529212928523805,blue
-66.90539687540338,-5.682834568972851,blue
-63.957642406217616,-1.7159760910398631,blue
-59.49867504733412,0.46247196286664405,blue
-54.58401813047656,1.3126420830280665,blue
-49.595178998247825,1.5381018815751943,blue
-44.60912116472283,1.3587253057647075,blue
-39.6480187141215,0.8596254116594935,blue
-34.92822682212536,2.3823590003039,blue
-30.555427618388578,4.796070774199158,blue
-25.9462423577246,6.689231650972083,blue
-20.99172469735616,6.9785734268202475,blue
-16.342663443700403,5.247142937092526,blue
-11.842413086844687,3.1041103412006663,blue
-6.982055003777319,1.9828763629405373,blue
-2.007572192712189,1.5552267955005732,blue
2.9865895823858466,1.4845510587317605,blue
7.981593028141788,1.501334409200986,blue
12.973751859006114,1.3550262779914277,blue
17.929773097049903,0.7585232572489531,blue
22.71497326250362,-0.6422406879436124,blue
27.004212473017162,-3.169251681925587,blue
30.55625480117216,-6.6733033657744585,blue
33.97096332890452,-10.317708961325451,blue
37.52038983086649,-13.832167976580891,blue
40.81403269601523,-17.582503883972805,blue
43.24331987955222,-21.926204221942655,blue
44.05587532464452,-26.827818420386677,blue
43.37280871110792,-31.76278222769136,blue
41.67246053936742,-36.45265786738905,blue
39.26650052079226,-40.825465300952985,blue
36.30614556209822,-44.84444277713152,blue
32.84582015203533,-48.441686276553526,blue
28.986936137494936,-51.61012499063608,blue
24.910358232357197,-54.49599847381667,blue
20.804257362751642,-57.340193000642685,blue
16.83988425194866,-60.37717974692434,blue
13.15983713323972,-63.751491872617905,blue
9.905570463248225,-67.5355315351098,blue
7.411735902806996,-71.8486892059794,blue
6.686071329312853,-76.7277503583593,blue
8.58499168670643,-81.32733505967717,blue
10.53793659937466,-85.92406612246212,blue
12.243544736738187,-90.61831133784939,blue
13.700283019570051,-95.39558105118844,blue
14.871342309434056,-100.25051734876668,blue
15.673678732589451,-105.1790867713025,blue
15.939558385007388,-110.16326358752947,blue
15.304815382674434,-115.10549913337424,blue
13.035491635577898,-119.50221681681991,blue
8.763765534583598,-121.93644639128776,blue
3.796405920929544,-122.13775238040485,blue
-1.0814935723010564,-121.09631013840912,blue
-5.745458770798933,-119.3179648941874,blue
-10.162601906733144,-116.99151525560914,blue
-14.281206507671655,-114.17071970951618,blue
-18.010161432706028,-110.85222869008682,blue
-21.35482424125449,-107.14465734802938,blue
-24.44304886090275,-103.21913320004064,blue
-27.49937145161678,-99.26849022167262,blue
-30.835632849610413,-95.555348807594,blue
-34.77111303153193,-92.4959233819303,blue
-39.199032290237604,-90.19187060795714,blue
-43.80142760734908,-88.2513867594024,blue
-48.40621158057313,-86.31636755780478,blue
-52.88806487344153,-84.11440393604134,blue
-57.111045666410945,-81.45273769235378,blue
-60.92994963434816,-78.23993077176381,blue
-64.25670679041119,-74.51920984619561,blue
-67.02045271704759,-70.36424627361926,blue
-69.02178496829154,-65.797070251152,blue
-69.82148651662355,-60.88698295357794,blue
-68.69900609773529,-56.066070219672966,blue
-65.56543584215983,-52.21283465673821,blue
-61.64157631053233,-49.125190478796284,blue
-57.74634927390572,-46.00318697042563,blue
-54.98936823992428,-41.91348485477789,blue
-56.30537032399156,-37.323260226415854,blue
-56.56464600805901,-31.822250633042486,yellow
-58.53154438495806,-27.289187903849466,yellow
-61.58804713832622,-23.408877889971535,yellow
-63.83478952419864,-19.019604068178012,yellow
-64.95057064014354,-14.21159744779223,yellow
-64.84538967893432,-9.282954069764386,yellow
-62.880127835342634,-4.81048640604682,yellow
-58.632025560649254,-2.410547965137738,yellow
-53.75567723843739,-1.6292346787319048,yellow
-48.81300207534225,-1.449819875822783,yellow
-43.88563182543136,-1.776576183076017,yellow
-38.96448765059625,-2.0915377303649763,yellow
-34.2618993798455,-0.6355526734080712,yellow
-29.917498641551774,1.7280214126010307,yellow
-25.406461332867387,3.7289091844806777,yellow
-20.516421903664835,3.828627808246239,yellow
-16.086731043781285,1.6613135648408317,yellow
-11.490578276306493,-0.142284270456571,yellow
-6.640153943457619,-1.0896303728381582,yellow
-1.7088211817363828,-1.4579577022868762,yellow
3.23726806377735,-1.5146003903704184,yellow
8.183940807401086,-1.4997085027934105,yellow
13.1271239839772,-1.6620194822106527,yellow
18.025249005060317,-2.3224407216812466,yellow
22.68764660091564,-3.9331002564394737,yellow
26.634408949322165,-6.878272869743128,yellow
29.987955839197014,-10.514045741371106,yellow
33.46535723242032,-14.031481765568827,yellow
36.92016389256973,-17.570568622085418,yellow
39.81058742041452,-21.569391377638595,yellow
41.04924444192176,-26.31268571464055,yellow
40.41726787026218,-31.20052249952407,yellow
38.65524786031567,-35.81486655623418,yellow
36.16094964259442,-40.081646822793005,yellow
33.09481038093361,-43.958381030905,yellow
29.51737679405055,-47.3695434422865,yellow
25.588334080004273,-50.37270674931831,yellow
21.517358166254382,-53.18278965488393,yellow
17.48706237176961,-56.05038017468756,yellow
13.64454367295427,-59.163549219029335,yellow
10.10149229178299,-62.61259362630143,yellow
6.991541660381571,-66.45424813570223,yellow
4.609151889890214,-70.7775707648333,yellow
3.5977152193056696,-75.58904981120286,yellow
4.784025512603705,-80.34059235802222,yellow
6.852865781234016,-84.83299463978311,yellow
8.656753381915337,-89.43843258726123,yellow
10.21384602025556,-94.13306665311826,yellow
11.502228758488073,-98.90825255415895,yellow
12.45595465178107,-103.76081465744583,yellow
12.93194643666709,-108.68155484759139,yellow
