x,y,color
18.22749429665128,-22.796764224862017,blue
13.999481454225865,-20.20507754087084,blue
9.082861329184247,-20.090741691845984,blue
4.2487954300407615,-21.26983278213487,blue
-0.6245893941024576,-22.263433935369626,blue
-5.58984119900153,-22.38264531256472,blue
-10.474121008845543,-21.467394346469177,blue
-15.101207425972815,-19.655522174376486,blue
-19.206027587667094,-16.867777269898507,blue
-22.011505420820498,-12.8198517523976,blue
-21.835063486877473,-7.958662826720367,blue
-18.956767678133026,-3.9436955517477887,blue
-14.851099669599204,-1.1663523154447493,blue
-10.151819937391775,0.4425082617003504,blue
-5.239932662069766,1.22070168654807,blue
-0.27180555194955147,1.4945466708198438,blue
4.704792759543828,1.5116094501545447,blue
9.681500675836066,1.4860175964235385,blue
14.65252751982122,1.6915303622846984,blue
19.501453995171225,2.7292402681413854,blue
22.644531386836697,6.293995769987983,blue
22.233511667625947,11.204789183890927,blue
19.69951545344133,15.443744187475371,blue
15.99578550711366,18.757587509280476,blue
11.994338111232366,21.7166539752078,blue
8.198918391727727,24.928483884865084,blue
5.375451075831112,28.99012167986135,blue
4.615127044127252,33.8624217354911,blue
5.694747183718,38.70278481138595,blue
7.931831980590541,43.13737767069479,blue
11.065880861402178,46.99036709131347,blue
15.056323011819316,49.93418161503253,blue
19.81712863484899,51.2345709333828,blue
24.747187073089187,50.6593550578328,blue
29.642293649335734,49.78190013604811,blue
34.60904792301488,49.86406596358616,blue
39.453863179701656,50.96510944484267,blue
43.97989489825455,53.014296911690124,blue
47.985182159315094,55.952333415194204,blue
51.36058288704867,59.603639033607436,blue
54.42953628539586,63.52139937627766,blue
57.63199207399021,67.32863290491105,blue
61.37506233510231,70.59378283736801,blue
65.84130987832003,72.74395031055205,blue
70.75585623499347,73.32755739989894,blue
75.4317649053699,71.77103634888505,blue
79.03290748798904,68.37695911431727,blue
81.44941680945962,64.041160998413,blue
82.87666625863204,59.28132068042406,blue
83.42984479110757,54.34160416580072,blue
83.10507876841544,49.38256731268888,blue
81.77777697880657,44.59709434986995,blue
79.4596974033636,40.201207425647624,blue
76.55200778944328,36.164266034594775,blue
73.51855781256089,32.21915938172339,blue
71.05070092484442,27.914095564850076,blue
70.63454331986074,23.01931007800548,blue
71.79214865170186,18.181110681435484,blue
72.78042508085906,13.30737001108739,blue
72.97974750244222,8.34096010697322,blue
72.19576426748748,3.4372522563745846,blue
70.11665873841642,-1.0598806054583303,blue
66.61722957662246,-4.567761730497913,blue
62.42294962600982,-7.241463794533891,blue
58.175067385781155,-9.832366976913184,blue
54.399457620702755,-13.055584281538147,blue
51.120387529117345,-16.7976989918541,blue
46.87133378210286,-19.215785903644576,blue
41.94927270930492,-18.736762807888844,blue
37.04472747560925,-18.012712489278215,blue
32.247784578217704,-19.242962183557736,blue
27.73949045054971,-21.349335240126983,blue
23.099703800990852,-23.121461535313752,blue
19.459434234517893,-20.06195431157221,yellow
15.219695397783937,-17.458334459119897,yellow
10.306358090018328,-16.88733399106333,yellow
5.416589334899342,-17.865187487877726,yellow
0.5644276524054348,-19.034405531374876,yellow
-4.398896011573974,-19.452694817654724,yellow
-9.31948057112289,-18.674696644241063,yellow
-13.961698204614859,-16.866006414573334,yellow
-17.933619418519605,-13.88667227603513,yellow
-19.14155911618176,-9.310297333081293,yellow
-16.092704575248167,-5.433181308594127,yellow
-11.6976658812052,-3.1153931715105356,yellow
-6.84151364323378,-1.9906354812656497,yellow
-1.870313259937646,-1.5574943878059138,yellow
3.120759797283487,-1.478898247808731,yellow
8.112751831233997,-1.5152390505832205,yellow
13.103439804113279,-1.4255194964146227,yellow
18.0548525960185,-0.8331026914498398,yellow
22.637437043597465,1.0547541543436658,yellow
25.434220013113368,5.0728489366665475,yellow
25.59492818334415,10.023917280257557,yellow
23.94404910805492,14.705904053602488,yellow
20.82972547719242,18.58613015460878,yellow
16.98800994438473,21.76871425151487,yellow
12.976114649666258,24.739331864530836,yellow
9.347355737071059,28.14981399107386,yellow
7.595189397486632,32.726997368523655,yellow
8.488125326930739,37.60783497589762,yellow
10.79423556037818,42.020609062949845,yellow
14.127728399053588,45.71611968953232,yellow
18.49295162809249,48.045915997835266,yellow
23.442229249589225,47.86532883152438,yellow
28.340622529756452,46.90964017940607,yellow
33.32199596247561,46.735867642254505,yellow
38.249525816359615,47.49158526087302,yellow
42.96082302751687,49.12183567800177,yellow
47.30026198610013,51.57536485063821,yellow
51.10415875382909,54.796636726049556,yellow
54.375047041554204,58.564789050909056,yellow
57.44523548185466,62.501140990481844,yellow
60.76227063850374,66.22680956074842,yellow
64.80070235457063,69.12675880178384,yellow
69.60129094772608,70.35747632652182,yellow
74.286641949787,68.92875823904782,yellow
77.54591705811256,65.19508081971429,yellow
79.47079370659156,60.602954690914984,yellow
80.35514388575925,55.6980127274944,yellow
80.26448680310168,50.71521573623093,yellow
79.06127494430646,45.8845146930509,yellow
76.71730346269658,41.48706380996627,yellow
73.76229071655644,37.46526947566548,yellow
70.74213043682843,33.491168863310264,yellow
68.30959774918261,29.14539178559286,yellow
67.48485071210467,24.26165167457066,yellow
68.37818327794943,19.359196780167263,yellow
69.5589296162562,14.510058376346521,yellow
70.01282985100403,9.545938379499798,yellow
69.40537078243534,4.604024017549575,yellow
67.26565179218039,0.13407912641718234,yellow
63.48385386959587,-3.091337053844031,yellow
59.19774796569077,-5.649816283878756,yellow
55.0373421853327,-8.402760209761414,yellow
51.45443650495721,-11.864287973656673,yellow
48.05536091335674,-15.506242901543793,yellow
43.27418661557662,-15.961433082251506,yellow
38.37592970918089,-15.028330610825282,yellow
33.447101325164155,-15.629874799202234,yellow
28.82233661484777,-17.495279187633045,yellow
24.295636989564308,-19.59743340627241,yellow
