x,y
-17.55130550201673,-2.2462418850014387
-17.167671272799723,-2.1588956067610283
-16.7860653826979,-2.0735776982551144
-16.406446246707915,-1.9902696559874897
-16.02877227982654,-1.908952976461812
-15.653001897050544,-1.829609156181803
-15.279093513376594,-1.7522196916511916
-14.907005543801475,-1.6767660793736923
-14.53669640332187,-1.603229815852977
-14.16812450693449,-1.53159239759281
-13.801248269636176,-1.4618353210968706
-13.436026106423526,-1.3939400828689017
-13.072416432293366,-1.3278881794125823
-12.710377662242337,-1.2636611072316626
-12.349868211267236,-1.2012403628298145
-11.990846494364774,-1.140607442710781
-11.63327092653168,-1.0817438433782698
-11.277099922764691,-1.0246310613359668
-10.922291898060536,-0.9692505930876223
-10.568805267415911,-0.9155839351369153
-10.216598445827572,-0.8636125839876172
-9.865629848292272,-0.8133180361433503
-9.515857889806696,-0.7646817881079144
-9.167240985367613,-0.7176853363849531
-8.81973754997172,-0.672310177478245
-8.473305998615757,-0.6285378078914619
-8.12790474629648,-0.5863497241283042
-7.783492208010557,-0.545727422692508
-7.440026798754786,-0.5066524000877877
-7.097466933525851,-0.46910615281785795
-6.755771027320506,-0.43307017738641207
-6.414897495135477,-0.39852597029718595
-6.074804751967477,-0.36545502805387997
-5.7354512128132455,-0.3338388471602016
-5.396795292669523,-0.3036589241198797
-5.058795406533008,-0.27489675543662173
-4.7214099694004545,-0.24753383761412806
-4.384597396268603,-0.2215516671561204
-4.04831610213418,-0.19693174056630625
-3.712524501993883,-0.1736555543484073
-3.377181010844467,-0.15170460500613103
-3.0422440436826435,-0.13106038904321338
-2.7076720155051817,-0.11170440296331208
-2.373423341308751,-0.09361814327019147
-2.0394564360901484,-0.07678310646755193
-1.7057297148460435,-0.061180789059093854
-1.372201592573191,-0.046792687548538936
-1.0388304842683311,-0.033600298439580456
-0.7055748049281902,-0.02158511823596143
-0.3723929695494803,-0.010728643441403563
-0.03924339312894176,-0.0010123705595788124
0.2939155093366992,0.0075822039057769075
0.6271253228507021,0.015073583450963213
0.9604276324163408,0.021480271572265508
1.2938640230369174,0.02682077176593367
1.6274760797156276,0.03111358752832416
1.9613053874558162,0.03437722235566554
2.2953935312607356,0.03663017974425742
2.6297820961336527,0.03789096319039231
2.9645126670778126,0.03817807619038405
3.2996268290965034,0.0375100222404825
3.63516616719302,0.03590530483697307
3.9711722663706084,0.033382427476169596
4.307686711632542,0.029959893654336156
4.64475108798208,0.025656206867793685
4.982406980422503,0.02048987061279206
5.320695973957086,0.014479388385638003
5.659659653589124,0.007643263682595602
5.999339604321811,7.105427357601002e-15
6.339777411158501,-0.008431899165913137
6.681014659102431,-0.017633930318837088
7.02309293315686,-0.027587589962479342
7.366053818325057,-0.03827437460052607
7.7099388996103215,-0.049675780736755826
8.054789762015908,-0.06177330487484056
8.400647990545075,-0.07454844351848067
8.747555170201103,-0.08798269317141916
9.095541865341147,-0.10207935966936788
9.444441777167619,-0.1172313316232021
9.793918846015494,-0.13416744628771227
10.143631449336915,-0.1536275495969761
10.493237964583948,-0.17635148748505713
10.842396769208776,-0.2030791058860757
11.190766240663464,-0.23455025073407398
11.538004756400177,-0.27150476796318657
11.883770693871021,-0.31468250350746274
12.227722430528104,-0.36482330330099444
12.569518343823546,-0.4226670132778665
12.908816811209519,-0.48895347937218503
13.245276210138066,-0.5644225475179852
13.578554918061357,-0.6498140636493943
13.908322750818826,-0.7458681197003898
14.234418447117562,-0.8533284405485091
14.556809652000332,-0.972941523398184
14.875467261764328,-1.1054539353771062
15.190362172706578,-1.2516122436128967
15.501465281124283,-1.4121630152332543
15.808747483314512,-1.5878528173658282
16.112179675574367,-1.7794282171382676
16.411651934915525,-1.9874150813152696
16.706674433535603,-2.211301837022603
16.99664581515664,-2.4502723507244184
17.280964708719424,-2.703510448520497
17.559029743164757,-2.9701999565106476
17.83023954743345,-3.2495247007946944
18.093992750466306,-3.540668507472404
18.349687981204127,-3.8428152026436067
18.596723868587723,-4.155148612408112
18.834499041557898,-4.476852562865709
19.06241212905546,-4.8071108801162055
19.279861760021213,-5.145107390259419
19.48624656339596,-5.490025919395137
19.68096516812051,-5.841050293623169
19.863416203135657,-6.197364339043332
20.03299829738222,-6.558151881755407
20.189110079800983,-6.922596747859224
20.331150179332788,-7.289882763454564
20.458517224918396,-7.659193754641237
20.57060984549865,-8.029713547519073
20.66682667001433,-8.400625968187839
20.74656632740627,-8.771114842747387
20.80922744661524,-9.140363997297463
20.85420865658206,-9.507557257937904
20.880908586247557,-9.871878450768534
20.888725864552484,-10.23251140188912
20.877059120437693,-10.588639937399478
20.84530698284398,-10.93944788339941
20.79286808071214,-11.284119065988747
20.719141042982983,-11.621837311267264
20.6235244985973,-11.951786445334765
20.505417076495924,-12.273150294291085
20.36421740561964,-12.58511268423598
20.199324114909267,-12.886857441269306
20.010770272202798,-13.177805000242454
19.804273257985713,-13.459495713504364
19.58854753999757,-13.734587672364814
19.372334530914657,-14.005749017025366
19.16431346411855,-14.275629407307111
18.96977004698585,-14.545869909218908
18.788915276420262,-14.816603328165762
18.62154457147463,-15.087838955176139
18.467453351201783,-15.35958608127849
18.326437034654596,-15.63185399750127
18.19829104088589,-15.90465199487291
18.0828107889485,-16.17798936442188
17.979791697895294,-16.451875397176625
17.889029186779098,-16.726319384165585
17.810318674652756,-17.001330616417203
17.743455580569126,-17.27691838495997
17.688235323581054,-17.55309198082232
17.644453322741363,-17.829860695032682
17.611904997102904,-18.107233818619523
17.590385765718537,-18.385220642611298
17.579691047641084,-18.663830458036433
17.57961626192339,-18.943072555923408
17.58995682761833,-19.222956227300664
17.61050816377871,-19.503490763196645
17.641065689457392,-19.78468545463981
17.681424823707218,-20.066549592658607
17.731380985581033,-20.349092468281484
17.79072959413167,-20.632323372536902
17.85926606841199,-20.916251596453293
17.93678582747483,-21.20088643105911
18.02308429037302,-21.486237167382814
18.117956876159425,-21.772313096452866
18.221199003886888,-22.059123509297702
18.332606092608238,-22.346677696945772
18.451973561376327,-22.634984950425533
18.579096829243994,-22.924054560765416
18.71377131526409,-23.2138958189939
18.85579243848946,-23.504518016139425
19.00495561797294,-23.795930443230436
19.161056272767382,-24.088142391295378
19.323889821925626,-24.381163151362728
19.493251684500507,-24.675002014460897
19.668937279544878,-24.96966827161837
19.850742026111575,-25.265171213863585
20.03846134325346,-25.561520132225002
20.23189065002338,-25.85872431773106
20.430825365474142,-26.156793061410198
20.63506090865863,-26.455735654290898
20.844392698629655,-26.755561387401585
21.05861615444008,-27.05627955177072
21.27752669514276,-27.35789943842676
21.50091973979052,-27.660430338398143
21.72859070743619,-27.963881542713317
21.96033501713265,-28.26826234240074
22.19594808793272,-28.57358202848887
22.435225338889246,-28.87984989200615
22.677962189055094,-29.187075223981036
22.923954057483066,-29.495267315441954
23.172996363226034,-29.80443545741739
23.424884525336843,-30.11458894093578
23.679413962868338,-30.42573705702557
23.93638009487335,-30.73788909671521
24.19557834040473,-31.051054351033155
24.456804118515322,-31.365242111007863
24.719852848257972,-31.680461667667768
24.984519948685517,-31.996722312041342
25.2506008388508,-32.31403333515701
25.517890937806676,-32.63240402804324
25.78618566460598,-32.95184368172848
26.055280438301565,-33.27236158724118
26.32497067794626,-33.593967035609786
26.595051802592927,-33.91666931786276
26.8653192312944,-34.24047772502854
27.135568383103518,-34.56540154813558
27.40559467707312,-34.89145007821233
27.67519353225608,-35.21863260628725
27.94416036770521,-35.54695842338879
28.212290602473374,-35.876436820545386
28.479379655613386,-36.20707708878548
28.74522294617813,-36.538888519137565
29.009615893220435,-36.871880402630055
29.27235391579314,-37.20606203029142
29.533232432949085,-37.5414426931501
29.792046863741113,-37.87803168223454
30.048592627222078,-38.215838288573195
30.30266514244483,-38.55487180319453
30.554059828462194,-38.89514151712699
30.802572104327027,-39.236656721399015
31.04799738909216,-39.57942670703906
31.29013110181046,-39.92346076507557
31.52876866153474,-40.268768186537
31.76370548731787,-40.61535826245182
31.994736998212687,-40.963240283848464
32.221658613272034,-41.31242354175537
32.44426575154874,-41.662917327201
32.662353832095675,-42.01473093121381
32.87571827396566,-42.367873644822254
33.08415449621156,-42.722354759054774
33.2874579178862,-43.07818356493981
33.485423958042425,-43.43536935350583
33.67784803573309,-43.793921415781284
33.86452557001104,-44.15384904279461
34.04525197992911,-44.51516152557427
34.21982268454016,-44.87786815514872
34.388033102897,-45.241978222546386
34.5496786540525,-45.60750101879573
34.70455475705951,-45.97444583492522
34.85245683097085,-46.342821961963296
34.99318029483939,-46.7126386909384
35.126520567717954,-47.08390531287899
35.252273189008804,-47.4566309954327
35.370285985555114,-47.83077130178084
35.48054059543429,-48.20614461340898
35.58303975852978,-48.58254767848059
35.67778621472496,-48.95977724515917
35.764782703903265,-49.33763006160822
35.84403196594812,-49.71590287599122
35.91553674074292,-50.09439243647171
35.979299768171096,-50.47289549121312
36.035323788116045,-50.85120878837898
36.08361154046119,-51.2291290761328
36.124165765089955,-51.606453102638035
36.15698920188574,-51.98297761605822
36.182084590731975,-52.358499364556806
36.19945467151207,-52.732815096297315
36.20910218410941,-53.10572155944325
36.211029868407465,-53.47701550215808
36.20524046428961,-53.84649367260533
36.19173671163927,-54.21395281894845
36.17052135033987,-54.57918968935097
36.141597120274795,-54.94200103197639
36.104966761327496,-55.302183594988165
36.06063301338136,-55.659534126549836
36.00859861631984,-56.01384937482485
35.94886631002629,-56.36492608797674
35.881438834384184,-56.712561014169
35.8063189292769,-57.056550901565096
35.72350933458787,-57.39669249832855
35.633012790200496,-57.73278255262283
35.5348320359982,-58.06461781261145
35.4289698118644,-58.39199502645791
35.315428857682505,-58.71471094232568
35.194211913335934,-59.03256230837829
35.065321718708105,-59.345345872779184
34.928761013682404,-59.65285838369192
34.784532538142294,-59.954896589279926
34.63263903197116,-60.25125723770674
34.473083235052414,-60.54173707713585
34.3058678872695,-60.826132855730734
34.13099572850578,-61.10424132165491
33.94846949864473,-61.37585922307185
33.75829193756972,-61.64078330814505
33.560469944866206,-61.89881753592404
33.35508200544534,-62.14988995935218
33.14226691835764,-62.3940331865502
32.92216536735665,-62.63128309279064
