x,y,color
-14.613966051147287,6.054101140370008,blue
-10.7871728422177,3.024663764012889,blue
-5.935686409760237,1.8994550306999933,blue
-0.9597085179598679,1.5270770236436526,blue
4.031479530009435,1.4777501000754505,blue
9.02256419232684,1.558335128976804,blue
14.012713253485636,1.6859330700336201,blue
19.002972199761018,1.8090115129889028,blue
23.994241921840718,1.8764133785880759,blue
28.9855852407333,1.827265894794504,blue
33.970310952519654,1.573145633386897,blue
38.92309205067319,0.9653557285666814,blue
43.74576115854223,-0.29483248528120853,blue
47.99470921413685,-2.8463722565408887,blue
50.19949103155592,-7.218747131046364,blue
49.59336292846778,-12.132158075639156,blue
47.514460541433465,-16.659807126279798,blue
44.63080914440083,-20.726857715672157,blue
41.05186456024484,-24.193583501124984,blue
36.77109403860039,-26.7357354968625,blue
32.001260548062206,-28.169140680197398,blue
27.03474383652832,-28.60094304240865,blue
22.05478513608943,-28.302614648253797,blue
17.122319283182037,-27.542042922044764,blue
12.234192747204098,-26.53119790346585,blue
7.3640112945400205,-25.436118020835206,blue
2.480454144059607,-24.403086735771858,blue
-2.4426674664281336,-23.58260081161874,blue
-7.41625980495354,-23.193916678140802,blue
-12.37674302387343,-23.64580428845247,blue
-16.95905196185433,-25.548116833937843,blue
-20.913059251957065,-28.59201971949804,blue
-25.173590383129024,-31.18888467573096,blue
-29.53676996334741,-33.6134665325969,blue
-33.646352640969496,-36.43885280746785,blue
-37.344749310262586,-39.78763950587414,blue
-40.77414678081733,-43.41432556558035,blue
-44.1405585465086,-47.10011042476481,blue
-47.592633767443544,-50.70540746625718,blue
-51.20176275190944,-54.15313536505299,blue
-55.000771010023485,-57.389871160161526,blue
-59.05094725204141,-60.30389372990219,blue
-63.476028415642716,-62.595105093391034,blue
-68.36190994107169,-63.29301384251562,blue
-72.39467451045086,-60.616520360235675,blue
-74.57121470002976,-56.13099600947766,blue
-78.03213694838199,-52.90345483307942,blue
-83.0032176671174,-53.11750365084396,blue
-87.97262505505743,-53.54061162730946,blue
-92.74868893791414,-52.3142636649646,blue
-96.26973012950252,-48.83292211770156,blue
-98.55212433352442,-44.40371523861414,blue
-100.12354214154588,-39.66934290609594,blue
-101.01723854379368,-34.76359757086468,blue
-100.8906191834643,-29.788752928286872,blue
-98.86247827826493,-25.299230084260365,blue
-94.5598087071808,-22.91651441525311,blue
-89.63133894339997,-22.155004887751705,blue
-84.68687935617372,-21.487011030822885,blue
-80.06141741948234,-19.68084743923966,blue
-76.369765660916,-16.3595786534716,blue
-73.92299203089875,-12.02917104846754,blue
-72.68251708941663,-7.205978120617338,blue
-72.46985933874016,-2.2252461540091595,blue
-72.78671264276157,2.756067318776136,blue
-72.98398090202132,7.741892919831358,blue
-72.00829122303357,12.598072192219057,blue
-68.27946653547521,15.684094500411476,blue
-63.34911305553753,16.415265063477186,blue
-58.4639091348043,17.40663864251222,blue
-53.78051984866069,19.12612183746873,blue
-49.221599608063144,21.159087782607052,blue
-44.614143030104444,23.07710855613695,blue
-39.945818478524174,24.817133952284557,blue
-36.19248749989028,28.08459701220164,blue
-32.65042364349898,31.597513600148346,blue
-28.232100537893388,33.77714343929535,blue
-23.386628651234005,32.90886617201155,blue
-19.383137574848888,29.97718889522517,blue
-16.78190523632567,25.75532034332287,blue
-15.715703833117686,20.89328400066875,blue
-15.54941553396155,15.906770738712972,blue
-15.561631204159482,10.915491104543754,blue
-17.28757846049885,4.69695784311239,yellow
-13.890703975231617,1.196364129544726,yellow
-9.287570760561437,-0.5516522339431056,yellow
-4.402401358247403,-1.2797636261563206,yellow
0.5345918010484212,-1.5106047006872174,yellow
5.477774144919621,-1.507459380913204,yellow
10.420138575249197,-1.4092775744411519,yellow
15.361797022102301,-1.2793248295718556,yellow
20.30385879784361,-1.166370496329968,yellow
25.246945870423474,-1.1221358223921243,yellow
30.189201503907768,-1.2133557927707912,yellow
35.12069661511003,-1.5434122243202353,yellow
40.00103605634325,-2.310433612893366,yellow
44.618386757625515,-4.019084016404385,yellow
47.25690772619755,-7.947406637316467,yellow
46.16257081811872,-12.723738951427194,yellow
43.718871251137564,-17.010883429543007,yellow
40.48645696490444,-20.73968678051828,yellow
36.454570649844804,-23.57123644418217,yellow
31.788419802822318,-25.155864000252073,yellow
26.873244168328377,-25.60114410490669,yellow
21.944185721939256,-25.267995572693494,yellow
17.06538425131795,-24.477549794470864,yellow
12.228732195987185,-23.45680121221567,yellow
7.405834454397592,-22.372133154141764,yellow
2.566419217217941,-21.36463567463563,yellow
-2.3126070209409733,-20.574383746824935,yellow
-7.238854980801449,-20.195504151845636,yellow
-12.162354789935904,-20.54708674247522,yellow
-16.859299663088464,-22.03395462053386,yellow
-20.91767028167051,-24.831700820785876,yellow
-24.98628434285409,-27.629699749530275,yellow
-29.30583544421249,-30.033068318768617,yellow
-33.526076388553236,-32.602607197204506,yellow
-37.386293919697124,-35.68536506213995,yellow
-40.90981369272917,-39.15079744314875,yellow
-44.259172453097065,-42.786402254445534,yellow
-47.61198380507744,-46.41883928110059,yellow
-51.08595944228054,-49.935131195018926,yellow
-54.732370273407795,-53.27193305117447,yellow
-58.59309381886517,-56.35710335475632,yellow
-62.769337475472426,-58.99309587944377,yellow
-67.46282167292249,-60.373589670113844,yellow
-70.82473344219393,-57.186087202903664,yellow
-73.01698505415224,-52.76434029599723,yellow
-76.99559664688637,-50.048491838303974,yellow
-81.91554061590953,-49.96506909879963,yellow
-86.82749015958639,-50.51394710227289,yellow
-91.56360466155955,-49.509434168297275,yellow
-94.6493426338961,-45.70573252800838,yellow
-96.55520443845096,-41.150565037034795,yellow
-97.77588192296126,-36.36501377099857,yellow
-98.07965752455722,-31.443549507596693,yellow
-96.2865403531574,-26.969636533258345,yellow
-91.65898724104544,-25.411484239291532,yellow
-86.74706268669995,-24.856759276302558,yellow
-81.91740318234191,-23.843450952052805,yellow
-77.5328639994154,-21.600164544938398,yellow
-73.9859164661829,-18.18103681835494,yellow
-71.4693881138745,-13.941276859087145,yellow
-69.98713724417173,-9.235170492069114,yellow
-69.45359631711962,-4.327532856334024,yellow
-69.61951266851473,0.6113173679588151,yellow
-69.95553887392548,5.5430658789643275,yellow
-69.62615961422203,10.455444298038735,yellow
-65.90783010841947,13.118188262440441,yellow
-61.00269968909062,13.721666930277642,yellow
-56.2247695712971,14.971243200210466,yellow
-51.628886290821015,16.78757886151542,yellow
-47.118835091270455,18.81144018626331,yellow
-42.52500002348198,20.632398463955504,yellow
-37.97452255301539,22.512195704877065,yellow
-34.26339259587802,25.76141077741613,yellow
-30.77201677463455,29.257238367265778,yellow
-26.262237702244946,30.736437101078053,yellow
-21.998260354199104,28.356211182318674,yellow
-19.416738064924232,24.20317058614271,yellow
-18.60575745502473,19.341220942847855,yellow
-18.56901888424248,14.399050226992351,yellow
-18.482537994428995,9.458418699590016,yellow
