x,y
-17.063144737882453,-16.805133542316746
-17.02112128450204,-16.525854886383968
-16.979215536300696,-16.24639331371349
-16.93735212791383,-15.96683806528609
-16.89545569397681,-15.687278382082432
-16.853450869125034,-15.407803505083237
-16.811262287993888,-15.128502675269239
-16.768814585218756,-14.849465133621138
-16.726032395435034,-14.570780121119633
-16.682840353278095,-14.292536878745452
-16.63916309338334,-14.014824647479287
-16.594925250386147,-13.737732668301852
-16.550051458921907,-13.461350182193883
-16.50446635362601,-13.18576643013607
-16.45809456913385,-12.91107065310915
-16.410860740080786,-12.637352092093764
-16.362689501102242,-12.364699988070718
-16.313505486833584,-12.093203582020664
-16.263233331910197,-11.82295211492432
-16.211797670967478,-11.554034827762408
-16.159123138640815,-11.286540961515655
-16.10513436956559,-11.020559757164733
-16.049755998377197,-10.75618045569039
-15.992912659711015,-10.49349229807332
-15.93452898820243,-10.232584525294214
-15.874529618486841,-9.973546378333836
-15.812839185199623,-9.716467098172828
-15.749382322976176,-9.461435925791974
-15.684083666451881,-9.208542102171954
-15.616867850262121,-8.957874868293459
-15.547659509042292,-8.70952346513723
-15.476383277427773,-8.463577133683962
-15.40296379005396,-8.220125114914367
-15.32732568155623,-7.979256649809159
-15.249393586569983,-7.741060979349072
-15.169092139730594,-7.505627344514778
-15.08634597567346,-7.273044986287012
-15.001079729033965,-7.0434031456464865
-14.913218034447489,-6.816791063573888
-14.82268552654943,-6.59329798104995
-14.72940683997518,-6.373013139055409
-14.63330660936011,-6.156025778570928
-14.534309469339611,-5.942425140577221
-14.432340054549083,-5.732300466055037
-14.327322999623906,-5.525740995985075
-14.219182939199461,-5.32283597134802
-14.10784450791115,-5.123674633124615
-13.993232340394341,-4.928346222295545
-13.875271071284436,-4.736939979841537
-13.75388533521682,-4.549545146743306
-13.628999766826874,-4.36625096398155
-13.500539000749997,-4.187146672536997
-13.368427671621568,-4.01232151339034
-13.232590414076974,-3.8418647275222995
-13.092951862751603,-3.675865555913589
-12.949436652280843,-3.5144132395449077
-12.801969559463142,-3.3575968514749235
-12.650512327119134,-3.205461800737133
-12.495112809734277,-3.0579517818263895
-12.335831098376174,-2.914996035466288
-12.172727284112423,-2.7765238023803747
-12.005861458010637,-2.642464323292245
-11.835293711138405,-2.5127468389254517
-11.661084134563342,-2.3873005900035977
-11.483292819353037,-2.266054817250229
-11.301979856575098,-2.1489387613889193
-11.117205337297134,-2.0358816631432646
-10.929029352586735,-1.9268127632368106
-10.737511993511507,-1.8216613023931387
-10.542713351139055,-1.7203565213358445
-10.344693516536976,-1.6228276607884595
-10.143512580772885,-1.5290039614746078
-9.939230634914363,-1.4388146641178068
-9.731907770029029,-1.3521890094416804
-9.52160407718448,-1.2690562381697745
-9.308379647448309,-1.1893455910256563
-9.092294571888132,-1.1129863087329213
-8.873408941571546,-1.0399076320151224
-8.65178284756615,-0.9700388015958339
-8.427476380939549,-0.9033090581986443
-8.200549632759339,-0.8396476425471064
-7.971062694093131,-0.7789837953648231
-7.739075656008527,-0.7212467573753472
-7.504648609573123,-0.6663657693022529
-7.267841645854523,-0.6142700718691074
-7.028714855920329,-0.564888905799485
-6.787328330838137,-0.5181515118169671
-6.543742161675563,-0.47398713064513487
-6.298016439500194,-0.4323250030075343
-6.050211255379644,-0.393094369627768
-5.8003867003815115,-0.35622447122939604
-5.548602865573391,-0.32164454853598556
-5.2949198420228925,-0.2892838422711108
-5.0393977207976235,-0.25907159315836736
-4.782096592965167,-0.23093704192129394
-4.523076549593145,-0.204809429283479
-4.262397681749148,-0.18061799596850392
-4.000120080500779,-0.15829198269993583
-3.736303836915648,-0.137760630201349
-3.4710090420613438,-0.11895317919630699
-3.2042957870054822,-0.10179887040838409
-2.9362241628156553,-0.0862269445611723
-2.6668542605594645,-0.07216664237822101
-2.396246171304521,-0.05954720458311513
-2.124459986118418,-0.04829787189942536
-1.8515557960687634,-0.0383478850507295
-1.5775936922231586,-0.029626484760601812
-1.3026337656491993,-0.02206291175261299
-1.0267361074144943,-0.015586406750319526
-0.7499608085866438,-0.010126210477309883
-0.4723679602332489,-0.005611563657168972
-0.19401765342191268,-0.0019717070134497305
0.08503002077976762,0.0008641187302735887
0.3647149713041813,0.0029666728504160744
0.6449771070837329,0.0044067146234070265
0.9257563370508186,0.00525500332568285
1.2069925701378348,0.005582298233662186
1.4886257152771845,0.0054593586237707825
1.7705956814012587,0.004956943772452149
2.052842377442464,0.0041458129560929535
2.335305712333189,0.003096725451172233
2.617925595005836,0.0018804405340837604
2.9006419343928007,0.0005677174812710462
3.183394639426486,-0.0007706844308508209
3.4661236190392914,-0.0020640059258596466
3.7487687821636104,-0.003241487727315473
4.031270037731831,-0.004232370558792553
4.3135672946763695,-0.004965895143868693
4.595600461929617,-0.005371302206118145
4.877309448423971,-0.00537783246911161
5.158634163091828,-0.0049147266564233405
5.439514514865584,-0.00391122549162759
5.719890412677643,-0.002296569698295059
5.999701765460403,3.552713678800501e-15
6.278888482146256,0.003049242879693992
6.557390471667601,0.006921918217198453
6.835147642956837,0.011688785288946235
7.112099904946366,0.017420603371373744
7.388187166568583,0.024188131740888963
7.6633493367558945,0.0320621296739283
7.937526324440681,0.041113356446935256
8.210658038555348,0.05141257133631072
8.482684388032293,0.06303053361848399
8.753545281803927,0.07603800256990212
9.023180628802628,0.0905057374669731
9.291530337960811,0.10650449758613334
9.55853431821086,0.12410504220380503
9.824132478485176,0.14337813059642102
10.088264727716163,0.16439452204039995
10.350870974836226,0.18722497581217823
10.611891128777742,0.21194025118817805
10.871265098473128,0.2386111074448145
11.128932792854771,0.2673083038585311
11.38483412085506,0.2981025997057678
11.638908991406419,0.3310647542629077
11.891097313441229,0.36626552680642277
12.141356407412614,0.4037614405278518
12.389845510924381,0.4434439262217822
12.636853897574323,0.48509809407617865
12.882672997776618,0.5285072908132449
13.127594241945452,0.5734548631551704
13.371909060495001,0.619724157824141
13.615908883839452,0.6670985215423393
13.859885142392981,0.7153613010319617
14.104129266569771,0.7642958430151943
14.348932686784012,0.8136854942142229
14.594586833449872,0.8633136013512406
14.841383136981536,0.9129635111484404
15.08961302779319,0.9624185703279977
15.339567936299007,1.0114621256121268
15.591539292913177,1.0598775237229887
15.845818528049895,1.1074481113827765
16.102697072123306,1.1539572353136975
16.362421154497298,1.1992053699502634
16.624959726790827,1.2430980566097105
16.890176657869553,1.2855806548691824
17.157935617081172,1.3265985999077685
17.428100273773403,1.3660973269045051
17.700534297293935,1.4040222710384924
17.975101356990486,1.4403188674887772
18.25166512221076,1.4749325514344385
18.530089262302475,1.5078087580545372
18.810237446613336,1.5388929225281345
19.091973344491038,1.5681304800343128
19.375160625283293,1.5954668657521438
19.659662958337805,1.620847514860671
19.94534401300229,1.6442178625389872
20.232067458624456,1.6655233439661394
20.51969696455202,1.6847093943212066
20.80809620013266,1.7017214487832462
21.0971288347141,1.7165049425313406
21.386658537644045,1.7290053107445544
21.67654897827022,1.739167988601956
21.96666382594031,1.7469384112825992
22.256866750002025,1.752262013965563
22.54702141980308,1.7550842318299154
22.836991504691177,1.7553505000547176
23.126640674014027,1.7530062538190343
23.41583259711934,1.747996928301962
23.704430943354822,1.74026795868253
23.99229938206817,1.7297647801398277
24.27930158260711,1.7164328278529126
24.565301214319334,1.7002175370008636
24.85016194655256,1.6810643427627276
25.133747448654482,1.6589186803176084
25.415921389972823,1.633725984844535
25.696547439855273,1.6054316915226003
25.975489267649543,1.5739812355308658
26.252610542703373,1.5393200520483745
26.527774934364423,1.5013935762542445
26.800846111980434,1.4601472433275013
27.071687744899094,1.4155264884472238
27.340163502468123,1.3674767467924873
27.606137054035216,1.3159434535423564
27.8694720689481,1.2608720438758958
28.130032216554454,1.2022079529721736
28.38768116620202,1.139896616010251
28.642282587238462,1.073883468169214
28.893700149011536,1.0041139446281058
29.14179752086892,0.9305334805660195
29.386438372158317,0.853087511162002
29.62748637222745,0.7717214715951322
29.864805190424015,0.6863807970444817
30.098258496095745,0.5970109226890976
30.327709958590304,0.5035572837080728
30.55302324725544,0.4059653152804579
30.774062031438838,0.30418045258532445
30.990689980488206,0.19814813080174432
31.202770763751268,0.08781378510877857
31.410168050575713,-0.02687714931449392
31.61274551030926,-0.1459792372890263
31.810366812299605,-0.26954704363572546
32.002895625894475,-0.3976351331755481
32.19019562044155,-0.5302980707294012
32.37213046528856,-0.6675904211182342
32.5485638297832,-0.8095667491629754
32.719359383273186,-0.9562816196845603
32.884380795106225,-1.107789597503917
33.04349173463001,-1.2641452474419808
33.196555871192274,-1.42540313431968
33.343436874140714,-1.5916178229579643
33.48399841282301,-1.7628438781777334
33.61810415658691,-1.939135864799951
33.745617774780094,-2.120548347645517
33.86641058564147,-2.3071309104998647
33.98051015562607,-2.4988313867252288
34.08809009198146,-2.695502506438423
34.18932960644022,-2.8969933500587928
34.284407910734934,-3.103152998005669
34.3735042165982,-3.3138305306983824
34.456797735762606,-3.528875028556314
34.53446767996071,-3.748135571998752
34.60669326092514,-3.97146124144507
34.673653690388456,-4.198701117314606
34.73552818008325,-4.429704280026684
34.7924959417421,-4.664319810000656
34.844736187097595,-4.90239678765586
34.89242812788234,-5.143784293411628
34.93575097582889,-5.3883314076873035
34.97488394266985,-5.635887210902233
35.0100062401378,-5.886300783475747
35.04129707996533,-6.1394212058271975
35.06893567388502,-6.395097558375902
35.09310123362947,-6.653178921541233
35.11397297093125,-6.913514375742494
35.13173009752294,-7.175953001399051
35.14655182513715,-7.4403438789302285
35.158617365506444,-7.706536088755371
35.16810593036342,-7.974378711293831
35.175196731440664,-8.243720826964925
35.180068980470764,-8.514411516188012
35.18290188918628,-8.786299859382424
35.18387466931983,-9.059234936967485
35.183166532604,-9.333065829362589
35.180956690771346,-9.607641616986996
35.17742435555447,-9.882811380260108
35.17274873868598,-10.15842419960125
35.16710905189842,-10.434329155429744
35.16068450692441,-10.710375328164936
35.15365431549652,-10.986411798226172
35.14619768934733,-11.26228764603281
35.138493840209456,-11.537851952004154
35.13072197981544,-11.812953796559569
35.12306126260386,-12.08744231534537
35.115651643188485,-12.361204429583964
35.10852563005865,-12.634230630188142
35.10169748668635,-12.906528994845331
35.09518147654363,-13.17810760124312
35.088991863102486,-13.448974527068927
35.083142909834976,-13.719137850010313
35.07764888021312,-13.988605647754802
35.07252403770892,-14.257385997989822
35.06778264579441,-14.525486978402945
35.063438967941636,-14.792916666681656
35.0595072676226,-15.059683140513457
35.05600180830934,-15.325794477585866
